start	end	text
400740	402080	you can do a cross-examination.
404690	406540	This information is unique.
406980	408340	This information is unique.
409300	410780	The hope is
410780	413480	to make the first section
413480	414220	much bigger.
416640	417600	Basically,
418000	419420	what is the total unique information?
419960	421520	Re-engineered or home-run,
421540	422620	this is the title.
425780	426580	This is the
426580	428180	comparability of the market.
428180	429180	This is the unique information.
430300	432040	You can see
432040	433480	without knowing
433480	435540	without giving up your information.
436820	437620	Basically,
438500	439540	we make you
441620	442260	powerful
442260	443700	or knowledgeable
443700	445620	without taking anything
445620	447240	in back, anything in return.
449140	450260	And we
450260	451320	make it easy for you.
452840	454580	And we flip the game
454580	455280	that you
455280	457780	or the bank completes it for you.
459780	461200	This is actually
461200	461920	not a team point.
461920	462420	This is not a team point.
464260	466260	This is made comparable.
468140	470250	You can take
472220	473800	And then you apply
473800	475680	and then complete it.
480390	481810	We have
481810	482530	standardized everything
482530	483670	and put it in one section.
485490	487870	You can
487870	488490	take it completely
488490	489670	and see.
490570	491670	You don't give any information.
491670	494610	And when you get it
494610	496790	in one shot
496790	498150	you give it to everyone
498150	499590	and the bank will
499590	500590	complete it for your business.
501770	504110	This is definitely a coherent story.
505170	506370	But the word
506370	508310	or the sentence formation
508310	509730	is not that coherent.
