start	end	text
286980	288560	And this is the third level card.
289040	289840	And they
289840	290640	get more and more important.
290640	291160	They keep going.
292840	297880	What I feel is,
298400	299500	I don't know the foyer.
300240	301600	But this is not that important.
302980	305000	I will understand that
305000	307260	my loan can be fluctuated.
308300	309880	I told you 8.5.
310300	311380	If I add more foyer,
312160	314860	it can be 8.4 or 8.6.
315660	316680	I will understand this.
316680	318520	And if I don't have this,
318580	320180	I will be a foyer.
321740	322460	If we go to the future,
323660	324700	we have to say that
324700	326180	we need your credit pool.
328600	329980	We don't have to worry at all.
330140	331120	We won't keep anything from us.
331440	334120	We won't prove it to you
334120	337260	that we won't keep anything from you.
338340	340280	I was thinking
340280	341140	that
341140	343340	there are so many requirements.
343340	343540	There are so many things.
345160	346540	Every thing changes
346540	347180	in one age.
349100	350900	The property agreement value
350900	353240	changes only in the loan amount.
355080	356040	The interest rate changes
356040	358720	only in the age and the civil score.
359400	361700	The age, the occupation, the purpose
361700	363040	changes in the tenure.
365040	365500	I was thinking
365500	366840	about the sectioning issue.
366840	367080	I was thinking
367080	369480	about it.
371060	372980	But it is a big issue.
373400	374260	We will have to find a section.
377760	379520	There will be only one section.
379720	381300	But we will have to do a different section.
389440	391780	It is not important
391780	392840	but
394600	395860	we should
396280	397980	in an easy form.
397980	398560	There should be an AI native.
400360	401860	AI native.
407420	407780	Imagine
407780	409960	that
409960	411220	suppose
411960	412600	you
413980	415980	do like this.
420920	422440	Here you have written 10 years.
424240	425800	You give
428180	430020	vertical tabs.
432700	436180	Here you have written 10 years.
437180	439400	This is the tenure with two cards.
440840	442880	And the interest rate
443480	444560	with one card.
446340	447540	How much can you do?
447580	448240	There were four sections.
450120	451180	How many sections?
451180	452640	Let me see.
454400	456320	The rate, amount, tenure.
458140	458760	There were three.
458760	459060	What else?
460420	461620	The section 1.
462000	463580	The section 1 affects.
465500	467060	The rate, amount, tenure.
467060	467840	All three were affected.
472680	474820	The rest of the charges were also affected.
475900	477100	Processing fees, salary,
478400	479700	self-employment.
479700	480200	How many were affected?
484330	485910	It doesn't mean that one thing
485910	488030	affects only one person.
488770	489370	No.
489970	490610	Then no.
491030	493090	Then no.
493090	494170	Then there is no sectioning.
495850	497390	You mean one-on-one
497390	499130	is not allowed?
499810	500630	Then only.
501250	502610	All are one-on-one.
502910	504410	Like you said earlier,
504750	507010	these two things affect
507010	507770	the loan amount.
509970	511470	But these two things
511470	512630	will also affect
512630	513530	the rest of the people.
513530	514870	Let it be.
515150	516710	But if it is mutually exclusive,
517010	518030	that this only affects the loan amount
518030	521110	and the rest does not affect
521110	522190	the rest of the people,
522850	524550	then we would have
524550	525370	such an intelligent person.
528610	529430	Who would be?
531050	532210	I mean...
532210	532590	How many?
