start	end	text
370760	371420	But
371420	372660	there used to be holes in it.
372860	374460	Instead, it was stuck somewhere.
375480	376280	It used to be like this.
376400	377720	It needed some help.
378620	379400	It was stuck to the footer.
381700	383380	So we are talking about this
383380	385540	aside, site help
385540	386600	strip box.
388580	389240	Look at this. The margin
389240	391080	is 52.64.
391180	392620	Now it is 52.64.
393540	394240	This one is also there.
396320	397340	But that margin
397340	398080	needs to be fixed.
400660	401460	This
403300	404100	orange
404100	406080	orange, needs to be fixed.
406520	407380	It needs to be fixed to the footer.
408240	409160	It needs to be fixed to the footer.
411160	412160	It needs to be fixed to the footer.
412160	412640	This is the only thing.
412940	413940	This is for everyone.
415380	416460	It needs to be fixed to the footer.
416460	417620	It needs to be fixed to the footer.
418760	420400	The last section is in strip.
421140	422680	The strip is in the footer.
422840	423920	No padding will be there.
425520	426720	It feels like
426720	427180	it is a jumble.
427760	429120	One strip is there.
429460	432020	But this is not a section.
432480	433040	It is in strip.
436140	436420	But
436420	438180	this has some different place.
438380	440340	This is not part of the above sections.
442840	443700	It flows to the top.
443700	443860	Basically,
446180	447240	these two will fly away.
447300	448100	Then it should be put on the navel.
450080	451640	Navel has support.
454240	455200	It is just
455200	455960	for some help.
456980	457600	It is there for help.
461360	462620	But the thing is,
462760	464740	this section gets completed only after starting.
466080	467300	This section.
468080	468740	It is the same.
469220	471500	This does not need to be an independent section.
471860	472640	What is the current section?
472640	473820	You have to occupy the whole screen.
474920	475660	Then scroll
475660	477260	and go to the next section.
477700	479160	Then scroll and go to the next section.
480080	481220	And this is a mini section.
482700	483680	Then check the footer.
484320	485460	Yes, check the footer.
492370	493530	Okay, home page is done.
493810	494930	No, check the footer now.
495890	496490	Okay.
499790	500510	Then click the link.
501170	502790	No, no, just the footer UI.
503370	504490	Footer UI, no one cares.
505290	506050	It is not a disclaimer.
506050	506810	No one cares.
507190	510990	No one cares.
511630	514090	We have to show it at some different place.
514350	515370	If that is important to us.
515610	517190	So the footer is still the same information.
517870	518950	Yes, it is okay.
520410	521990	Everyone knows this is just
521990	522630	legal stuff.
525570	526090	Compliance.
526130	527710	No, from our perspective
527710	530010	does it fits or not?
530390	530930	It should not.
534740	535400	Yes, it does.
