start	end	text
502590	503310	I cut it.
503350	504890	I didn't have to do anything.
506890	507370	I was learning.
508350	509570	I put it here.
509570	510270	I put it here.
511080	511750	I was learning.
515490	516670	I was learning.
517610	519290	I didn't say this.
520850	522070	People don't know about problems.
523410	525050	They think it's a problem.
527870	528490	Perfect.
532940	534810	Cooking doesn't have to be like this.
535190	537250	For six or nine months.
538110	538490	That's what it is.
538490	542610	I have mastered this process.
542930	543270	I have mastered this process.
544030	544530	I have mastered this process.
