start	end	text
156870	157970	The one who will make me feel comfortable with the home loan.
159110	160330	I need to know this.
160330	162250	When I was a lawyer,
163830	165770	The person who is thinking about my benefit.
165930	166470	He would have told me.
167410	169030	Sir, actually, if you stay for 3 months,
169610	171630	Then you can set up your wife like this.
171870	172590	Take her salary.
172870	173470	Take her rent.
173950	175110	If you take her rent properly,
175430	176790	Then you will get a 1% discount.
177910	180170	The hacks that lawyers have suggested me.
180470	182470	That you don't have to go home so much.
182950	184570	You do like this, you do like that.
184730	185890	The one who will give you 6 lakh rupees.
186190	186890	10 lakh rupees.
186890	190970	I need to know these hacks with this tool or this short film.
191930	192690	And...
192690	195130	First of all, I need to know that
195130	196910	This tool...
196910	198370	I need to know such hacks.
199010	200530	I need to get such intelligence.
201310	203070	The one who doesn't think that
203070	205250	I need to give different inputs to these tools.
206170	207470	To see what I actually know.
210540	211780	Yes, so fine.
218760	221120	I think Indians have to do this kind of work.
221840	223320	Who is going to come and say,
224280	224840	I want to take a loan tomorrow.
226400	227160	These are the parameters.
227400	228340	I want the quickest loan.
230040	230800	I have to take it cold.
231240	232900	Who is going to come and say,
232940	233660	This is a home loan.
234460	236360	I am going to take it twice or thrice in my life.
237580	238200	I am going to take it comfortably.
248720	252080	In some form, we should be conveying this from the beginning.
253600	255360	That in your minimum efforts,
255460	256480	You can save maximum money.
257100	258360	Which can fit in the Pareto curve.
258960	261340	We are going to tell you all this.
263160	263760	Because of this,
263800	264440	The one who is going to use this tool,
265240	266140	He won't feel scared.
266420	268280	Meaning he won't feel like using this tool
268280	269580	To take out his intelligence.
287510	289190	The complete discussion of the Sibyl score
289190	291050	Whether to keep minimum or maximum.
291750	293110	Or whatever we were thinking.
293690	294750	I think let it go.
294990	295950	Keep only one Sibyl score.
296850	297290	And finally,
297770	298870	You have to put 750 to the user.
299150	300950	Put 750 and see.
301290	303350	And he thinks it is 780.
303350	305050	Where have we caught him?
305450	306650	He will go and put 780.
306690	309350	And he will see again what values he doesn't have.
310450	310850	That's fine.
311070	312250	I think we should put that in the final.
313190	315390	But this place is empty.
316450	317290	If there is a lawyer,
317650	319170	The lawyer has suggested me.
320010	321150	What I am going to do here,
321410	322210	If I have this tool,
322630	323270	I am going to try to hack this tool.
325630	326950	That only if I increase 20 scores,
327250	327970	This will happen.
328750	329410	If I take it by the name of my wife,
329550	330030	That will happen.
330450	332430	If I take it by the name of my wife,
332430	332550	If I take it by the name of my husband,
333050	333970	That will happen.
334450	336370	And if I show my salary as a self-employed,
336870	337750	That will happen.
338210	339170	And for 6 months,
339230	341390	I will be ready to do that.
341730	343930	Because in the long term,
344090	345590	I will save a few lakh rupees.
345870	346570	And potentially,
347230	348090	I will not be able to save that much in a year.
348970	350950	So it will be worth for me to give a year.
351430	352650	And actually save that much money.
353410	354650	For the majority of the Indians,
354910	355310	It will be true.
355950	357210	Those who are special to the rural,
358470	359700	Those who do not show their income,
361170	362410	Those who do not show their income,
362410	362510	Those who are in the cash,
363170	364350	They do not have Salary Slip.
365770	367970	And we should definitely help them.
368310	369150	They should say that,
369390	370730	If you actually take Salary Slip,
371810	373510	It will be very beneficial for you.
373750	374650	You wait for 4 months,
374870	375470	Do a job,
375790	377530	And take Salary Slip from there.
377730	378690	And take it to us.
380510	382050	It will cost you 5 lakh rupees.
383670	384350	This,
384630	386710	If we tell them,
387670	390390	Then I feel that our tool
390390	392610	Will genuinely help a lot.
393090	393790	Or else,
393990	394950	We have to sit in this interface.
396530	397410	But in this interface,
397410	398750	Do you know what the problem is?
399190	399970	The things below,
400130	401130	They get approximated.
401890	402250	And then,
402250	403230	When this is approximated,
403670	404790	Then we will be able to save money.
406290	406510	Then,
407350	407530	Then,
409350	409470	Then,
410170	410410	Then,
