start	end	text
263470	263990	No, no.
264430	264850	It's like this.
265190	265630	It's like this.
265910	267030	So that it doesn't go in the same range?
267030	267350	Yes.
270210	270770	Then...
270770	271950	I mean...
271950	273650	The first time I tried...
273650	273930	Yes.
274510	275130	What should I do?
275130	275550	So...
275550	277030	You have to fill in the HIF values.
278210	279290	All the average values.
279870	283070	And you have to fill in the average intelligence in the first shot.
283150	283710	From the beginning.
284430	286150	So this page has landed, right?
286150	286450	Okay.
288910	289790	He needs to know the automatic.
291690	292630	That it should look like this.
292870	294210	If it looks like this, then do it like this.
294290	295570	Hey, wait. I'll put it in later.
295990	297190	Yes. Perfect.
297570	298130	Perfect.
302010	304530	So when it lands, it looks like this.
304530	306590	After filling this form...
306590	307170	It looks like this.
307170	309490	The intelligence comes and then the list comes.
309910	311530	And then the intelligent person says...
313150	315590	That they will recommend that your income...
315590	316010	I mean...
316010	318030	If you do this, it will be this much.
318470	319510	And he said, okay.
319690	320030	Does it look like this?
320310	320850	Try it.
321010	321350	Try it for real.
322110	322510	Try it.
323970	324530	Then...
324530	325770	If this is the case...
325770	325930	Yes.
326370	327350	Then I'll try it for real.
328130	328370	Yes.
328550	328710	Okay.
331730	332690	No, no.
332690	333370	I'll try it.
335030	337830	I will try to game this thing.
343950	344490	Yes.
344970	347050	I didn't know this intelligence before.
347090	348510	I'll try it for real.
349030	351770	That is the only way you can extract truth out of me.
352370	352950	First go.
359690	361350	In the second chapter...
363490	365690	Now we are thinking...
365690	367150	From making the product.
368930	369570	Customer.
370690	373230	Now you don't have a problem with yourself.
373430	375010	You don't have to think about the customer.
375450	377130	Whatever may be the case...
377130	379010	But the real customer doesn't need it.
379130	380610	That is if the input is missing.
380810	381910	See how the scene is.
384030	385810	I know the input is missing.
386690	389590	But there are a lot of fallacies in it.
391950	392590	Like...
392590	393970	First of all...
393970	394790	Any product...
395730	398010	If the customer's profile is developed...
398790	402210	This is a big problem for startups.
403310	404810	Their first two customers...
405610	407190	They make the features of the customer.
409170	411690	And they think that the customer gave me money.
412330	413510	I should serve it.
414110	417170	And they end up making that the mass market does not want.
418570	421530	They end up relying on those institutional customers.
423430	424830	This is the first problem.
425010	426290	The second problem is...
426290	428230	The first customer we choose...
429250	431110	We should not choose a single bubble.
436410	437450	This is the second problem.
437910	440470	Otherwise we will make our product catered to them.
441130	442190	And do something different in the mass market.
446050	447310	The first problem is...
448210	448630	Basically...
448930	453030	The first customer has given you a lot of money.
453830	455890	So you feel entitled to that customer.
458210	461830	And you end up screwing yourself for that customer.
462090	462930	You are screwed.
463750	465950	And once that customer's contract is over...
465950	467510	Or he has given you revenue...
467510	468430	Then you are screwed.
468970	469910	And this is a very big problem.
471070	472690	I have seen a startup...
476550	478930	I have seen a startup for a single customer.
480130	485170	I have seen this problem in YC as well.
485170	487170	And the second problem is...
488010	489550	We have made it for a single cohort.
490330	491530	A segment of me.
491850	493650	But how did we do the right sampling?
497810	499110	It looks like this.
501830	505170	If there is a bell curve with standard deviations...
506370	508870	These are the 40,000 income people.
509190	511090	And these are the 5 lakh income people.
512210	514370	So what we need is...
514370	516750	We need equal samples from this...
516750	517370	From this...
517910	518490	From this...
519010	519570	From this...
521010	522610	All standard deviations.
522810	523930	We need people in between.
