start	end	text
321270	322870	and give your wife
322870	324070	the name of the property.
325050	326910	Give her the certificate of going home.
328570	329570	And get her fan card
329570	330130	printed here.
330530	332130	You can read it in one go.
339610	340350	This is how it is.
344270	346230	We have one side of the road.
346510	347550	We have a good
347550	348850	product to it.
349130	350410	We still have a long way to go.
350930	352290	Now, we have an application.
352970	354690	I will tell you how to do it.
357910	359710	It is not just comparing
359710	360170	our lives.
361430	362930	We are lawyers for you.
365130	366970	How to squeeze the bank.
373950	375050	It is possible.
379750	380550	Actually,
381450	381930	making a feature
382730	384950	is a one-day job.
385470	386290	Because it is
386290	387290	completely AI driven.
388330	390190	We have to say that these are
390190	391450	the customer's parameters.
393370	394770	And you look at all the offers.
395770	396470	And you say that
396470	398830	in minimum efforts, which best offer
398830	399790	will fit the customer?
401590	402930	Making a feature is not
402930	405110	an option. It is mainly design thinking.
405350	405930	Product management.
409690	410830	Engineering is
410830	412850	after thought. Engineering is not
412850	415050	a problem. Product is the problem.
417310	418510	By the way, going forward,
419130	419530	there is no need to
419530	420090	do CTO.
428430	429530	Engineering is
429530	430310	separate, vertical.
430310	431950	It is gone.
433530	434790	Product is vertical.
436130	436910	It is just printed.
438110	439610	What is the need of product management?
463660	464720	This is fine.
465040	465960	I think this is fine.
466600	467640	Let them do what they want.
468720	469820	And here only, we have implemented
469820	470960	three things.
474200	476040	Then they will not feel that
476040	477400	they are getting what they want.
477400	478780	Let them see how much they get.
482620	483400	In the score of
483400	485560	720 to 780,
487080	488320	this will be the best offer.
489080	490380	You don't just sit and watch.
490560	492340	Let them see how much they get.
496660	498380	What do you get from a user?
499520	501860	What do you get from a user?
507500	508300	I mean,
508520	509480	that is exactly how
509480	510680	I would try to use it.
511980	513180	I mean,
513980	514780	first fill the form.
516220	517620	You tell me.
517680	518140	You don't know anything.
520800	521800	Give me the best.
